"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"FLA","2017-2018",21,996.18,909,975,-66,48.25,54.75,58.72,50,50,0,50,3.01,3.01,40.52,42.37,-1.85,48.88,2.44,2.55,73,71,-2,8.94,91.47,100.41
"L.A","2017-2018",24,1133.72,1082,1038,44,51.04,57.26,54.93,37,37,0,50,1.96,1.96,41.14,43.64,-2.5,48.53,2.18,2.31,83,78,-5,6.83,93.33,100.16
"MIN","2017-2018",24,1150.13,958,1090,-132,46.78,49.98,56.86,49,33,16,59.76,2.56,1.72,38.43,33.66,4.77,53.31,2,1.76,66,58,-8,8.88,94.05,102.93
"MTL","2017-2018",25,1205.08,1290,1200,90,51.81,64.23,59.75,45,49,-4,47.87,2.24,2.44,52.63,44.87,7.76,53.98,2.62,2.23,70,77,7,6.67,92.16,98.83
"N.J","2017-2018",22,1016.68,857,878,-21,49.39,50.58,51.82,38,42,-4,47.5,2.24,2.48,42.69,38.6,4.1,52.52,2.52,2.28,70,73,3,7.54,91.3,98.84
"NSH","2017-2018",22,1020.93,942,965,-23,49.4,55.36,56.71,42,38,4,52.5,2.47,2.23,36.95,39.3,-2.35,48.46,2.17,2.31,80,76,-4,8.28,92.86,101.14
"NYI","2017-2018",23,1124.17,1039,1086,-47,48.89,55.45,57.96,54,51,3,51.43,2.88,2.72,47.45,47.59,-0.14,49.93,2.53,2.54,63,64,1,9.31,91.56,100.87
"NYR","2017-2018",28,1348.63,1187,1348,-161,46.82,52.81,59.97,56,53,3,51.38,2.49,2.36,60.77,56.35,4.42,51.89,2.7,2.51,75,82,7,8.56,92.48,101.04
"OTT","2017-2018",24,1142.13,1049,1120,-71,48.36,55.11,58.84,51,56,-5,47.66,2.68,2.94,38.79,42.7,-3.91,47.6,2.04,2.24,71,77,6,9.31,90.46,99.77
"PHI","2017-2018",25,1195.78,1145,1070,75,51.69,57.45,53.69,49,42,7,53.85,2.46,2.11,43.39,39.91,3.48,52.09,2.18,2,66,90,24,8.17,92.47,100.64
"PIT","2017-2018",23,1083.17,1146,977,169,53.98,63.48,54.12,37,45,-8,45.12,2.05,2.49,48.05,43.07,4.99,52.74,2.66,2.39,81,91,10,5.66,91.74,97.4
"S.J","2017-2018",22,1035.08,1141,965,176,54.18,66.14,55.94,26,41,-15,38.81,1.51,2.38,48.22,38.49,9.73,55.61,2.8,2.23,62,74,12,4.67,91.35,96.02
"STL","2017-2018",25,1191.72,1153,1054,99,52.24,58.05,53.07,48,41,7,53.93,2.42,2.06,44.33,39.25,5.09,53.04,2.23,1.98,67,82,15,7.66,92.61,100.27
"T.B","2017-2018",23,1089.63,1117,906,211,55.22,61.51,49.89,53,39,14,57.61,2.92,2.15,42.02,31.83,10.19,56.9,2.31,1.75,73,73,0,8.98,92.47,101.45
"TOR","2017-2018",22,1062.12,1041,1038,3,50.07,58.81,58.64,39,38,1,50.65,2.2,2.15,49.45,50.21,-0.76,49.62,2.79,2.84,67,63,-4,7.3,93.46,100.76
"VAN","2017-2018",21,990.63,851,914,-63,48.22,51.54,55.36,33,47,-14,41.25,2,2.85,33.65,37.54,-3.9,47.26,2.04,2.27,64,69,5,7.22,91.1,98.32
"VGK","2017-2018",22,1053.43,1025,961,64,51.61,58.38,54.74,52,33,19,61.18,2.96,1.88,40.08,34.05,6.03,54.07,2.28,1.94,64,70,6,9.61,93.48,103.09
"WPG","2017-2018",21,1008.73,943,917,26,50.7,56.09,54.54,52,38,14,57.78,3.09,2.26,41.12,33.21,7.91,55.32,2.45,1.98,64,72,8,10.04,92.26,102.3
"WSH","2017-2018",26,1243.97,1202,1249,-47,49.04,57.98,60.24,51,32,19,61.45,2.46,1.54,48.48,50.67,-2.19,48.89,2.34,2.44,80,78,-2,8.49,94.88,103.37
