"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"L.A","2017-2018",23,1107.2,1022,1051,-29,49.3,55.38,56.95,48,38,10,55.81,2.6,2.06,41.32,45.75,-4.43,47.45,2.24,2.48,74,53,-21,8.76,93.12,101.88
"MIN","2017-2018",23,1065.57,899,1079,-180,45.45,50.62,60.76,35,51,-16,40.7,1.97,2.87,41.1,39.86,1.24,50.77,2.31,2.24,90,76,-14,6.7,91.25,97.96
"MTL","2017-2018",22,1039.83,990,974,16,50.41,57.12,56.2,32,41,-9,43.84,1.85,2.37,41.68,40.81,0.88,50.53,2.41,2.35,76,69,-7,5.96,92.25,98.21
"N.J","2017-2018",23,1098.6,1037,1160,-123,47.2,56.64,63.35,51,48,3,51.52,2.79,2.62,46.85,49.31,-2.46,48.72,2.56,2.69,68,66,-2,9.24,92.17,101.41
"NSH","2017-2018",23,1058.63,1048,1021,27,50.65,59.4,57.87,39,32,7,54.93,2.21,1.81,38.23,42.75,-4.52,47.21,2.17,2.42,100,76,-24,7.36,94.13,101.49
"NYI","2017-2018",25,1196.28,1168,1255,-87,48.2,58.58,62.94,59,59,0,50,2.96,2.96,46.34,53.83,-7.49,46.26,2.32,2.7,74,83,9,9.93,91.44,101.37
"NYR","2017-2018",20,964.37,846,1034,-188,45,52.64,64.33,38,41,-3,48.1,2.36,2.55,39.02,47.65,-8.62,45.02,2.43,2.96,63,48,-15,7.54,93.16,100.69
"OTT","2017-2018",20,941.53,860,972,-112,46.94,54.8,61.94,28,44,-16,38.89,1.78,2.8,33.49,44.18,-10.69,43.12,2.13,2.82,55,58,3,6.22,91.08,97.3
"PHI","2017-2018",22,1031.37,857,978,-121,46.7,49.86,56.9,34,28,6,54.84,1.98,1.63,40.63,41.95,-1.33,49.2,2.36,2.44,68,72,4,6.81,94.8,101.61
"PIT","2017-2018",26,1200.07,1167,1144,23,50.5,58.35,57.2,36,62,-26,36.73,1.8,3.1,47.06,46.54,0.51,50.28,2.35,2.33,97,85,-12,5.65,89.44,95.09
"S.J","2017-2018",24,1137.22,1081,1102,-21,49.52,57.03,58.14,46,43,3,51.69,2.43,2.27,43.96,47.93,-3.97,47.84,2.32,2.53,72,63,-9,8.17,92.51,100.68
"STL","2017-2018",24,1156.53,1126,1116,10,50.22,58.42,57.9,45,39,6,53.57,2.33,2.02,45.27,40.61,4.66,52.71,2.35,2.11,73,77,4,7.23,93.28,100.51
"T.B","2017-2018",23,1075.9,1088,1105,-17,49.61,60.67,61.62,49,35,14,58.33,2.73,1.95,43.74,43.67,0.08,50.04,2.44,2.44,81,89,8,8.49,94.22,102.72
"TOR","2017-2018",26,1249.12,1218,1242,-24,49.51,58.51,59.66,65,55,10,54.17,3.12,2.64,54.85,47.9,6.95,53.38,2.63,2.3,71,65,-6,10.35,91.89,102.24
"VAN","2017-2018",25,1208.83,1055,1184,-129,47.12,52.36,58.77,39,44,-5,46.99,1.94,2.18,41.56,50.85,-9.3,44.97,2.06,2.52,67,66,-1,6.51,93.04,99.55
"VGK","2017-2018",24,1117.53,1116,1058,58,51.33,59.92,56.8,51,48,3,51.52,2.74,2.58,48.62,44.53,4.09,52.2,2.61,2.39,55,77,22,8.21,91.34,99.55
"WPG","2017-2018",27,1253.62,1226,1177,49,51.02,58.68,56.33,42,46,-4,47.73,2.01,2.2,44.8,47.35,-2.55,48.61,2.14,2.27,87,76,-11,6.29,92.74,99.03
"WSH","2017-2018",22,1054.57,913,1004,-91,47.63,51.95,57.12,42,50,-8,45.65,2.39,2.84,36.38,50.05,-13.68,42.09,2.07,2.85,83,73,-10,9.38,90.96,100.33
