"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"DET","2017-2018",25,125.03,138.59,103.33,35.26,57.29,66.5,49.58,10.16,4.7,5.47,68.4,4.88,2.25,7.17,6.49,0.68,52.48,3.44,3.12,5,3,-2,11.08,92.05,103.13
"EDM","2017-2018",23,100.92,111.81,96.24,15.57,53.74,66.48,57.22,5.19,9.8,-4.61,34.62,3.09,5.83,6.09,6.09,0,49.99,3.62,3.62,2,3,1,6.78,82.75,89.53
"FLA","2017-2018",21,108.25,93.09,103.04,-9.95,47.46,51.6,57.11,12.38,4.56,7.82,73.07,6.86,2.53,5.67,4.79,0.89,54.25,3.15,2.65,3,6,3,19.28,92.44,111.73
"L.A","2017-2018",24,138.73,113.72,107.21,6.5,51.47,49.18,46.37,2.23,4.2,-1.98,34.64,0.96,1.82,6.68,5.56,1.12,54.57,2.89,2.4,4,4,0,3.26,92.75,96
"MIN","2017-2018",24,135.07,100.83,107.09,-6.26,48.49,44.79,47.57,5.18,2.17,3,70.43,2.3,0.97,4.71,5,-0.3,48.47,2.09,2.22,1,4,3,7.03,96.19,103.22
"MTL","2017-2018",25,117.67,106.59,94.17,12.42,53.09,54.35,48.02,4.8,3.06,1.75,61.1,2.45,1.56,5.78,4.62,1.16,55.57,2.95,2.36,3,2,-1,8.02,93.83,101.86
"N.J","2017-2018",22,132.92,104.3,103.52,0.78,50.19,47.08,46.73,8.87,4.63,4.25,65.73,4.01,2.09,9.38,5.64,3.73,62.43,4.23,2.55,3,8,5,13.07,92.34,105.4
"NSH","2017-2018",22,124.22,75.43,101.42,-25.99,42.65,36.43,48.99,0,5.99,-5.99,0,0,2.89,2.89,5.68,-2.79,33.69,1.39,2.74,4,6,2,0,90.3,90.3
"NYI","2017-2018",23,117.4,114.05,99.89,14.16,53.31,58.29,51.05,10.94,5.23,5.71,67.64,5.59,2.68,6.99,4.04,2.94,63.34,3.57,2.07,3,4,1,16.72,91.09,107.81
"NYR","2017-2018",28,130.85,127.7,101.16,26.54,55.8,58.56,46.39,2.37,3.88,-1.51,37.95,1.09,1.78,8.62,5.26,3.36,62.11,3.95,2.41,3,5,2,3.36,93.17,96.53
"OTT","2017-2018",24,117.87,122.52,105.45,17.07,53.74,62.37,53.68,7.5,7.08,0.42,51.45,3.82,3.6,5.66,5.6,0.06,50.25,2.88,2.85,2,6,4,10.01,89.36,99.38
"PHI","2017-2018",25,102.68,112.01,86.4,25.6,56.45,65.45,50.49,4.79,6.57,-1.78,42.16,2.8,3.84,5.69,4.23,1.46,57.36,3.33,2.47,3,1,-2,5.97,85.26,91.24
"PIT","2017-2018",23,123.83,81,94.05,-13.05,46.27,39.25,45.57,7.36,4.14,3.22,64.01,3.57,2.01,3.16,4.51,-1.34,41.25,1.53,2.18,3,4,1,13.46,92.58,106.04
"S.J","2017-2018",22,110.15,136.43,90.61,45.82,60.09,74.32,49.35,12.74,2.29,10.44,84.73,6.94,1.25,8.04,4.29,3.76,65.24,4.38,2.33,2,7,5,15.64,95.61,111.25
"STL","2017-2018",25,115.72,113.7,94.23,19.47,54.68,58.95,48.86,2.54,3.85,-1.31,39.75,1.32,2,4.19,4.94,-0.75,45.92,2.17,2.56,3,5,2,3.16,92.72,95.88
"T.B","2017-2018",23,119.33,69.7,97.11,-27.41,41.79,35.05,48.83,9.55,5.13,4.43,65.08,4.8,2.58,3.55,3.66,-0.11,49.21,1.79,1.84,3,4,1,26.09,90.95,117.03
"TOR","2017-2018",22,116.97,69.22,100.35,-31.13,40.82,35.51,51.48,5.34,4.09,1.24,56.59,2.74,2.1,2.9,4.61,-1.71,38.64,1.49,2.36,3,4,1,13.53,91.88,105.41
"VAN","2017-2018",21,109.97,109.88,86.12,23.77,56.06,59.95,46.99,2.5,4.28,-1.78,36.88,1.36,2.33,4.32,3.64,0.68,54.29,2.36,1.98,0,7,7,3.57,91.39,94.96
"VGK","2017-2018",22,109.12,98.44,77.84,20.6,55.84,54.13,42.8,2.48,2.93,-0.45,45.86,1.37,1.61,5.13,3.4,1.73,60.12,2.82,1.87,1,1,0,4.7,93.72,98.42
"WPG","2017-2018",21,106.2,86.33,103.15,-16.82,45.56,48.77,58.28,2.58,3.13,-0.55,45.17,1.46,1.77,2.24,5.22,-2.98,30.03,1.27,2.95,3,5,2,5.73,94.57,100.3
"WSH","2017-2018",26,128.78,122.47,109.05,13.41,52.9,57.06,50.81,0,4.66,-4.66,0,0,2.17,5.96,5.18,0.78,53.52,2.78,2.41,4,4,0,0,92.31,92.31
