"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"N.J","2015-2016",41,214.75,150.45,96.73,53.72,60.87,42.03,27.03,7.41,2.35,5.06,75.92,2.07,0.66,6.82,3.99,2.83,63.09,1.91,1.11,3,7,4,8.5,95.67,104.17
"NSH","2015-2016",41,223.39,163.59,113.56,50.03,59.03,43.94,30.5,9.12,4.52,4.6,66.86,2.45,1.21,8.37,3.62,4.75,69.81,2.25,0.97,8,11,3,8.63,93.85,102.48
"NYI","2015-2016",41,197.14,157.48,94.7,62.78,62.45,47.93,28.82,7.61,4.64,2.97,62.12,2.32,1.41,10.11,5.85,4.26,63.35,3.08,1.78,8,5,-3,7.81,91.86,99.68
"NYR","2015-2016",41,200.08,176.87,110.38,66.49,61.57,53.04,33.1,8.96,6.48,2.48,58.03,2.69,1.94,7.48,7.2,0.28,50.95,2.24,2.16,2,3,1,9.09,91.28,100.37
"OTT","2015-2016",40,219.83,174.5,104.34,70.16,62.58,47.63,28.48,4.66,0,4.66,100,1.27,0,6.73,4.72,2.01,58.78,1.84,1.29,8,5,-3,5.36,100,105.36
"PHI","2015-2016",41,237.2,236.7,124.58,112.12,65.52,59.87,31.51,9.48,2.24,7.24,80.89,2.4,0.57,11.36,7.31,4.05,60.85,2.87,1.85,10,5,-5,7.48,97.25,104.73
"PIT","2015-2016",41,221.98,197.91,175.64,22.27,52.98,53.49,47.47,10.11,7.55,2.56,57.25,2.73,2.04,9.45,10.04,-0.59,48.49,2.55,2.71,16,9,-7,8.95,92.67,101.62
"S.J","2015-2016",41,242.72,232.49,146.52,85.97,61.34,57.47,36.22,10.66,6.68,3.98,61.48,2.64,1.65,10.74,7.27,3.47,59.63,2.65,1.8,10,9,-1,8.42,93.25,101.67
"STL","2015-2016",41,217.09,146.24,135.59,10.65,51.89,40.42,37.47,10.83,1.96,8.87,84.68,2.99,0.54,6.41,7.11,-0.7,47.41,1.77,1.97,13,7,-6,12.76,97.88,110.63
"T.B","2015-2016",41,245.12,190.1,133.29,56.81,58.78,46.53,32.63,9.5,7.06,2.44,57.37,2.33,1.73,7.59,5.06,2.53,60,1.86,1.24,11,11,0,9.51,91.6,101.11
"TOR","2015-2016",41,215.19,207.48,149.11,58.37,58.18,57.85,41.58,8.99,9.77,-0.78,47.92,2.51,2.72,10.43,6.69,3.74,60.92,2.91,1.87,5,5,0,9.6,88.64,98.25
"VAN","2015-2016",41,207.7,157.92,107.59,50.33,59.48,45.62,31.08,6.56,4.9,1.66,57.24,1.9,1.42,6.5,5.7,0.8,53.28,1.88,1.65,7,8,1,7.44,93.22,100.66
"WPG","2015-2016",41,233.3,192.55,111.74,80.81,63.28,49.52,28.74,7.42,2.44,4.98,75.25,1.91,0.63,9.41,7.19,2.22,56.69,2.42,1.85,8,6,-2,7.3,96.61,103.91
"WSH","2015-2016",41,207.3,200.4,139.81,60.59,58.9,58,40.47,10.65,5.19,5.46,67.23,3.08,1.5,8.53,5.55,2.98,60.58,2.47,1.61,9,7,-2,10.26,94.2,104.46
