"Team","Season","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"EDM","2015-2016",41,1947.62,1764,1830,-66,49.08,54.34,56.38,73,82,-9,47.1,2.25,2.53,77.03,78.97,-1.94,49.38,2.37,2.43,132,131,-1,7.79,91.51,99.3
"FLA","2015-2016",41,1998.13,1604,1575,29,50.46,48.17,47.29,84,60,24,58.33,2.52,1.8,71.85,64.51,7.34,52.69,2.16,1.94,144,154,10,8.53,93.59,102.12
"L.A","2015-2016",41,2023.25,2104,1527,577,57.95,62.39,45.28,77,63,14,55,2.28,1.87,86.52,64.34,22.18,57.35,2.57,1.91,152,145,-7,7.18,92.19,99.38
"MIN","2015-2016",41,2017.43,1687,1791,-104,48.5,50.17,53.27,74,63,11,54.01,2.2,1.87,66.71,59.38,7.33,52.91,1.98,1.77,97,127,30,8.08,93.11,101.19
"MTL","2015-2016",41,2018.43,1957,1790,167,52.23,58.17,53.21,68,70,-2,49.28,2.02,2.08,77.95,68.04,9.91,53.39,2.32,2.02,113,134,21,6.51,92.42,98.93
"N.J","2015-2016",41,2020.08,1300,1417,-117,47.85,38.61,42.09,61,68,-7,47.29,1.81,2.02,63.34,63.72,-0.38,49.85,1.88,1.89,139,128,-11,7.72,92.23,99.95
"NSH","2015-2016",41,2019.85,1930,1678,252,53.49,57.33,49.85,89,65,24,57.79,2.64,1.93,76.87,63.42,13.45,54.79,2.28,1.88,119,128,9,8.55,92.75,101.3
"NYI","2015-2016",41,2067.15,1965,1849,116,51.52,57.04,53.67,88,72,16,55,2.55,2.09,92.07,87.74,4.33,51.2,2.67,2.55,127,141,14,8.54,92.65,101.19
"NYR","2015-2016",41,2041.35,1777,1864,-87,48.81,52.23,54.79,91,67,24,57.59,2.67,1.97,85,84.88,0.12,50.04,2.5,2.49,118,130,12,9.85,92.85,102.7
"OTT","2015-2016",40,2010.45,1878,1903,-25,49.67,56.05,56.79,87,63,24,58,2.6,1.88,76.57,71.92,4.65,51.57,2.29,2.15,130,141,11,8.96,93.88,102.84
"PHI","2015-2016",41,2039.36,2100,2012,88,51.07,61.78,59.2,70,61,9,53.44,2.06,1.79,86.87,84.13,2.74,50.8,2.56,2.48,146,165,19,6.6,94.09,100.69
"PIT","2015-2016",41,2041.89,2044,1728,316,54.19,60.06,50.78,92,74,18,55.42,2.7,2.17,93.09,67.56,25.53,57.95,2.74,1.99,121,133,12,7.69,92.59,100.27
"S.J","2015-2016",41,2007.38,2028,1703,325,54.36,60.62,50.9,74,68,6,52.11,2.21,2.03,90.37,62.02,28.35,59.3,2.7,1.85,119,147,28,7.1,91.42,98.53
"STL","2015-2016",41,2015.41,1833,1637,196,52.82,54.57,48.73,65,68,-3,48.87,1.94,2.02,70.99,65.7,5.29,51.94,2.11,1.96,136,134,-2,6.61,92.43,99.03
"T.B","2015-2016",41,1970.97,1869,1576,293,54.25,56.9,47.98,72,69,3,51.06,2.19,2.1,68.58,56.21,12.37,54.96,2.09,1.71,143,156,13,7.34,92.32,99.66
"TOR","2015-2016",41,2035.16,2126,1882,244,53.04,62.68,55.48,66,79,-13,45.52,1.95,2.33,81.42,78.93,2.49,50.78,2.4,2.33,125,129,4,6.45,92.11,98.56
"VAN","2015-2016",41,2047.16,1629,1817,-188,47.27,47.74,53.25,60,87,-27,40.82,1.76,2.55,65.69,78.27,-12.58,45.63,1.93,2.29,131,135,4,6.63,91.85,98.48
"WPG","2015-2016",41,1966.93,1834,1707,127,51.79,55.95,52.07,78,70,8,52.7,2.38,2.14,81.97,80.7,1.27,50.39,2.5,2.46,147,134,-13,7.8,92.61,100.41
"WSH","2015-2016",41,2022.73,1973,1845,128,51.68,58.52,54.73,88,71,17,55.35,2.61,2.11,74.44,65.59,8.85,53.16,2.21,1.95,116,135,19,8.32,92.41,100.73
